property,sentence
1,Use POR_N PAD to trigger reset.
1,Verify that the chip does not go to sleep on WFI when low power hint is 0.
1,"This calls WFI with low_power_hint disabled and pwrmgr interrupts enabled, and fails if the pwrmgr ISR is called."
1,Verify the power manager resets to a clean state after an escalation reset.
1,Trigger an internal fatal fault for the regfile onehot checker and let it escalate to reset.
1,"Upon alert escalation reset, the internal status should be clear and pwrmgr should not attempt to send out more alerts."
1,Verify the reset_info CSR register for lc or higher resets.
1,"Generate the 5 types of reset at lc level or higher, and check the retention SRAM's reset_reason to show that reset_info CSR is as expected."
1,"This and other rstmgr testpoints that require different resets cross-reference the individual IP tests that generate those resets, and this testpoint merely adds reset checks in them."
1,This should also check the reset's destination IP to make sure some reset side-effect is present.
1,Setting some intr_enable CSR bit when the test starts and checking it after reset seems suitable.
1,The spi_host IPs receive multiple resets so they will need special consideration.
1,"Generate reset triggered by rv_dm, which results in a sys level reset, and check the retention SRAM's reset_reason to show that the reset_info CSR is as expected."
1,"This testpoint cross-reference the rv_dm tests that generate this reset, and this testpoint merely adds reset checks in them."
1,This should also check the reset's destination IP to make sure some reset side-effect is present.
1,Setting some intr_enable CSR bit when the test starts and checking it after reset seems suitable.
1,The spi_host IPs receive multiple resets so they will need special consideration.
1,Verify the expected values from the cpu_info CSR on reset.
1,For some software induced resets we can predict the expected contents of cpu_info; reads of writes to unmapped addresses for example.
1,Generate these resets and verify the cpu_info register contents when reset is handled.
1,Generate a reset request by directly writing the reset_req CSR.
1,The reset created should be identical to those caused by hardware sources.
1,"After reset, the retention SRAM's reset_reason should show that the reset_info CSR reflects that a software request was the reset cause."
1,Verify the expected values from the alert_info CSR on reset.
1,"Various alerts can be created, for example, timeouts, and integrity errors, and at least part of the alert_info CSR can be predicted."
1,"To cause some of these to cause a reset, mask the relevant processor interrupts."
1,Trigger these resets and verify the alert_info register contents when reset is handled.
1,Pick a rw type CSR in each peripheral and program arbitrary value that does not cause any adverse side-effects.
1,Read the resister after reset and verify it returns the reset value.
1,"Repeat these steps for each of these software resettable peripherals: spi_device, spi_host0, spi_host1, usb, i2c0, i2c1, i2c2."
1,Verify the reset manager resets to a clean state after an escalation reset.
1,Trigger an internal fatal fault for the regfile onehot checker and let it escalate to reset.
1,"Upon alert escalation reset, the internal status should be clear and rstmgr should not attempt to send out more alerts."
1,Program the alert_test CSR in each block to trigger each alert one by one.
1,Ensure that all alerts are properly connected to the alert handler and cause the escalation paths to trigger.
1,Verify the first escalation results in NMI interrupt serviced by the CPU.
1,"Verify the second results in device being put in scrap state, via the LC JTAG TAP."
1,"Inject integrity errors in any unit that has a one-hot checker for CSR register writes, and verify escalation is triggered."
1,Allow escalation to go through reset.
1,Use the rstmgr alert info and the unit's fault CSRs to check the alert cause is right.
1,Each run of the test randomly chooses some one-hot checker for the error to be injected.
1,Keep state across resets in flash to check the expected interrupts and the right number of resets occur.
1,Verify the first escalation results in NMI serviced by the CPU.
1,Verify the unit's fault CSR correctly captured the fault kind.
1,"Verify after the escalation reset all faults are cleared, and that the alert info captured the correct alert."
1,Verify all classes of alert handler interrupts to the CPU.
1,Verify the alert handler entropy input to ensure pseudo-random ping timer.
1,Force alert_handler_ping_timer input signal wait_cyc_mask_i to 8'h07 to shorten the simulation time.
1,Verify that the alert_handler can request EDN to provide entropy.
1,Ensure that the alert ping handshake to all alert sources and escalation receivers complete without errors.
1,"When the chip resets due to alert escalating to cause the chip to reset, verify the reset cause to verify the alert crashdump."
1,Set alert_handler's ping timeout cycle to 2 and enable alert_senders.
1,Verify that alert_handler detects the ping timeout and reflects it on the loc_alert_cause register.
1,Trigger fatal alerts for all IPs but configure alert_handler so it won't trigger reset.
1,Wait random cycles then wake up from the sleep mode.
1,"After wake up from normal sleep mode, clear all alert cause registers and check that all alerts are still firing after waking up."
1,Verify alert_handler's ping mechanism works correctly during sleep and wake up.
1,Configure alert_handler's ping timeout register to a reasonble value that won't cause ping timeout in normal cases.
1,Then randomly enter and exit normal or deep sleep modes.
1,This scenario ensures that ping mechanism won't send out spurious failure.
1,Configure alert_handler's ping timeout register to a small value that will always causes ping timeout.
1,Then randomly enter and exit normal or deep sleep modes.
1,Clear local alert cause register and check that alert ping timeout continue to fire after wake up.
1,This scenario ensures the ping mechanism will continue to send out pings after waking up from sleep modes.
1,Verify alert_handler's works correctly when sender clock is turned off.
1,Configure clkmgr to randomly turn off one of the IP's clock and check alert_handler won't trigger a ping timeout error on that block.
1,Trigger fatal alerts in an IP then configure clkmgr to turn off the IP clock.
1,Check the IP's fatal alert resumes after clock is turned back on.
1,Configure rstmgr to randomly toggle one IP block's SW reset and check alert_handler won't trigger a ping timeout error on that block.
1,Check that escalation receivers located inside always-on blocks do not auto-escalate due to the reverse ping feature while the system is in deep sleep.
1,"Enable all alerts assigning them to ClassA, on POR reset."
1,"Enable all local alerts and assign to ClassB, on POR reset."
1,"Set escalation configuration to trigger before test wake up time, on POR reset."
1,"Set ping timeout to a time less than wake up time, on POR reset."
1,"Lock alert configuration and enable ping mechanism, on POR reset."
1,"Wait for polling counters to cycle through by busy polling on Ibex for reverse_ping_timeout >> 2 usec, on POR reset."
1,"Configure AON to wake up device at a later time, making sure it is greater than the reverse_ping_timeout calculated in the previous section, on POR reset."
1,"Ensure reset status is low power exit, on wake up from sleep."
1,"A kDifRstmgrResetInfoEscalation signals that there was a local escalation and should result in test failure, on wake up from sleep."
1,"Check there are no flagged local alerts, on wake up from sleep."
1,Verify that the escalation signals from the alert handler are connected to LC ctrl.
1,First escalation has no effect on the LC ctrl.
1,Read LC_STATE CSR to confirm this is the case.
1,Second escalation should cause the lc_escalation_en output to be asserted and for the LC_STATE to transition to scrap state.
1,Verify that all decoded outputs except for escalate_en are disabled.
1,"Using the JTAG agent, write and read LC ctrl CSRs, verify the read value for correctness."
1,Preload the hw_cfg partition in OTP ctrl with random data.
1,Read the device ID and the ID state CSRs to verify their correctness.
1,Reset the chip and repeat the first 2 steps to verify a different set of values.
1,"The pwrmgr initiates a handshake with OTP ctrl and later, with LC ctrl in subsequent FSM states."
1,Ensure that the whole power up sequence does not hang.
1,"Verify with connectivity assertion checks, the handshake signals are connected."
1,Verify the LC ctrl can transit from one state to another valid state with the correct tokens.
1,Preload OTP image with a LC state and required tokens to transfer to next state.
1,"Initiate an LC ctrl state transition via SW if CPU is enabled, or via JTAG interface if CPU is disable."
1,Ensure that the LC program request is received by the OTP ctrl.
1,Verify the updated data output from OTP ctrl to LC ctrl is correct.
1,Verify that the LC ctrl has transitioned to the programmed state after a reboot.
1,"For conditional transition, the LC ctrl will send out a token request to KMAC."
1,"Verify that the KMAC returns a hashed token, which should match one of the transition token CSRs."
1,Verify the effect of putting the KMAC logic in reset during LC state transition.
1,"For a lc state transition, force a reset to KMAC when KMAC is processing lc transition tokens."
1,Force another KMAC reset after KMAC is done processing lc trantition tokens.
1,"Verify in different LC states, LC ctrl outputs the correct key_div_o to keymgr."
1,Verify that the keymgr uses the given key_div_o value to compute the keys.
1,"Preload the LC partition in the otp_ctrl with the following states: RMA, DEV, TEST_LOCKED[N] & SCRAP."
1,"Drive a known value on ac_reset, ec_rst_l, flash_wp_l, pwrb, lid_open and key* pins at the chip inputs."
1,"Drive a known value on ac_reset, ec_rst_l, flash_wp_l, pwrb, lid_open and key* pins at the chip inputs."
1,Verify that SYSRST ctrl correctly loops them back to the chip outputs.
1,Write the pin_allowed_ctl register to allow some of the pins to be overridden with either 0 or 1 or both.
1,Write the pin_out_ctl register to enable the override on some of the pins.
1,Write the pin_out_value register to set known values on those pins.
1,"Verify that at the chip outputs, pins on which override should be active is reflecting the overridden values."
1,All others should reflect the values driven on chip inputs.
1,"Via assertion checks (or equivalent) verify that the transitions at the inputs immediately reflect at the outputs, if not intercepted / debounced by sysrst_ctrl."
1,"Program a specific combination of transitions on pwrb, key*, ac_present and ec_reset_l pins to trigger an interrupt by writing to key_intr_ctl register."
1,Enable the interrupt at SYSRST ctrl as well as at the PLIC.
1,Create glitches only for some time less than detection time and check that there is no interrupt triggered.
1,Glitch the inputs at the chip IOs before stabilizing on the programmed transitions.
1,"SW services the interrupt when triggered, verifies the pin input value and key_intr_status for correctness and clears the interrupt status."
1,Read the reset cause register in rstmgr to confirm we are in POR reset phase.
1,Program one of the com_sel_ctl_* CSRs to choose a set of inputs to be detected as a low power wakeup signal for the pwrmgr.
1,Program the detection outcome CSR's (com_out_ctl) interrupt bit to 1.
1,Program the pwrmgr to put the chip in deep sleep state and wake up on chip wake up event.
1,Issue a WFI to bring the chip in low power state.
1,"After the chip has entered low power mode, set the SYSRST ctrl inputs at the chip IOs to the programmed combination for the duration of the detection timer."
1,Read the reset cause register to confirm wake up from low power exit phase.
1,Read the pwrmgr wake up status register to confirm chip wake up.
1,Read the pin input value and the combo_intr_status CSRs to verify the correct combination on inputs woke up the chip from sleep.
1,Read the reset cause register in rstmgr to confirm we are in POR reset phase.
1,Program one of the com_sel_ctl_* CSRs to choose a set of inputs to be detected as the chip reset signal.
1,Program the detection outcome CSR's (com_out_ctl) chip reset bit to 1.
1,"After some time, set the SYSRST ctrl inputs at the chip IOs to the programmed combination for the duration of the detection timer."
1,The pwrmgr will power cycle the chip once it receives the chip reset input.
1,Check that ec_rst_l and flash_wp_l (on pads IOR8 and IOR9) are asserted right after the pwrmgr has power cycled the system.
1,Read the reset cause register after boot up to confirm peripheral reset phase.
1,Read the pwrmgr reset status register to confirm chip reset.
1,Read the com_sel_ctl_* CSR in SYSRST ctrl we programmed earlier it should have been reset.
1,Read the reset cause register in rstmgr to confirm we are in POR reset phase.
1,Program one of the com_sel_ctl_* CSRs to choose a set of inputs to be detected as the chip reset signal.
1,Program the detection outcome CSR's (com_out_ctl) chip reset bit to 1.
1,Program the pwrmgr to put the chip in deep sleep state and allow it to be reset by the chip reset bit.
1,Issue a WFI to bring the chip in low power state.
1,"After the chip has entered low power mode, set the SYSRST ctrl inputs at the chip IOs to the programmed combination for the duration of the detection timer."
1,The pwrmgr will power cycle the chip from the deep sleep state once it receives the chip reset input.
1,Read the reset cause register after boot up to confirm peripheral reset phase.
1,Read the pwrmgr reset status register to confirm chip reset.
1,Read the com_sel_ctl_* CSR in SYSRST ctrl we programmed earlier it should have been reset.
1,Verify that ec_rst_l stays asserted as the chip is brought out of reset.
1,Verify that the pin continues to remain low until SW is alive.
1,Have the SW write to pin_allowed|out_ctrl CSRs to control the ec_rst_l value and verify the value at the chip output.
1,"Optionally, also verify ec_rst_l pulse stretching by setting the ec_rst_ctl register with a suitable pulse width."
1,"Exactly the same as chip_sysrst_ctrl_ec_rst_l, but covers the flash_wp_l pin."
1,"Start off with ac_present=0, lid_open=0 and pwrb=0 at the chip inputs."
1,Program the ulp_ac|lid|pwrb_debounce_ctl registers to debounce these inputs for an appropriate time.
1,Enable the ULP wakeup feature by writing to the ulp_ctl register.
1,"Read the ulp_wakeup register and verify that no wakeup event is detected, after some amount of delay."
1,Glitch the lid_open input at the chip IOs before stabilizing on value 1.
1,Read the ulp_wakeup register to verify that the wakeup event is detected this time.
1,Verify that the z3_wakeup output at the chip IOs is reflecting the value of 1.
1,Program both ADC channels to detect mutually exclusive range of voltages.
1,Program the ADC intr ctrl CSR to detect the selected filter on both channels.
1,Enable the debug cable interrupt at ADC ctrl as well as PLIC.
1,Enable the ADC ctrl to run with defaults in normal mode (depending on simulation runtime).
1,"Verify through assertion checks, the ADC with AST stays powered down periodically in slow scan mode."
1,"After some time, force the ADC output of AST to be a value within the programmed range for each channel."
1,Glitch it out of range for some time before stabilizing to ensure that debouce logic works.
1,Service the debug cable irq.
1,Read the intr status register to verify that the selected filter caused the interrupt to fire.
1,Read the ADC channel value register to verify the correctness of the detected value that was forced in the AST for each channel.
1,Read the reset cause register in rstmgr to confirm we are in POR reset phase.
1,"Follow the same steps as chip_adc_ctrl_debug_cable_irq, but instead of programming the selected filter to interrupt, program it to wake up the chip from sleep."
1,Program the pwrmgr to put the chip in deep sleep state and wake up on debug cable detection.
1,Issue a WFI to bring the chip in low power state.
1,"After some time, force the ADC output of AST to be a value within the programmed filter range."
1,That should cause the pwrmgr to wake up.
1,Read the reset cause register to confirm wake up from low power exit phase.
1,Read the pwrmgr wake up status register to confirm wake up was due to debug cable detection.
1,Read the ADC channel value register to verify the correctness of the detected value that was forced in the AST.
1,Write a 32-byte key and a 16-byte plain text to the AES registers and trigger the AES computation to start.
1,Wait for the AES operation to complete by polling the status register.
1,Check the digest registers for correctness against the expected digest value.
1,"Write the initial key share, IV and data in CSRs (known combinations)."
1,Write the PRNG_RESEED bit to reseed the internal state of the PRNG.
1,Poll the status idle bit to ensure reseed operation is complete.
1,Trigger the AES operation to run and wait for it to complete.
1,Write the KEY_IV_DATA_IN_CLEAR and DATA_OUT_CLEAR trigger bits to 1 and wait for it to complete by polling the status idle bit.
1,Read back the data out CSRs they should all read garbage values.
1,"Assertion check verifies that the IV are also garbage, i.e."
1,different from the originally written values.
1,Write the AES clk hint to 0 within clkmgr to indicate AES clk can be gated and verify that the AES clk hint status within clkmgr reads 0 (AES is disabled).
1,Write the AES clk hint to 1 within clkmgr to indicate AES clk can be enabled.
1,"Initiate an AES operation with a known key, plain text and digest, write AES clk hint to 0 and verify that the AES clk hint status within clkmgr now reads 1 (AES is enabled), before the AES operation is complete."
1,After the AES operation is complete verify that the AES clk hint status within clkmgr now reads 0 again (AES is disabled).
1,"Write the AES clk hint to 1, read and check the AES output for correctness."
1,Trigger the AES encryption and wait for it to complete.
1,Trigger the AES decryption and wait for it to complete.
1,Verify that the output is equal to the plain text.
1,Clear the key in the keymgr and decrypt the ciphertext again.
1,Verify that output is not equal to the plain text.
1,"SW test verifies an HMAC operation with a known key, plain text and digest (pick one of the NIST vectors)."
1,Verify the HMAC done and FIFO empty interrupts as a part of this test.
1,Write the HMAC clk hint to 0 within clkmgr to indicate HMAC clk can be gated and verify that the HMAC clk hint status within clkmgr reads 0 (HMAC is disabled).
1,Write the HMAC clk hint to 1 within clkmgr to indicate HMAC clk can be enabled.
1,Verify that the HMAC clk hint status within clkmgr reads 1 (HMAC is enabled).
1,"Initiate an HMAC operation with a known key, plain text and digest."
1,"Write HMAC clock hint to 0 and verify the HMAC clk hint status within clkmgr reads 1 (HMAC is enabled), before the HMAC operation is complete."
1,"After the HMAC operation is complete, verify the digest for correctness."
1,Verify that the HMAC clk hint status within clkmgr now reads 0 again (HMAC is disabled).
1,This process is repeated for two hmac operations needed to verify the resulting hmac digest.
1,"SW test verifies SHA3 operation with a known key, plain text and digest (pick one of the NIST vectors)."
1,SW validates the reception of kmac done and fifo empty interrupts.
1,Configure the keymgr to start sending known message data to the KMAC.
1,Keymgr should transmit a sideloaded key to the KMAC as well.
1,KMAC should finish hashing successfully (not visible to SW) and return digest to keymgr.
1,This digest is compared against the known digest value for correctness.
1,Verify that the keymgr has received valid output from the KMAC.
1,Configure the LC_CTRL to start a token hash using KMAC interface.
1,KMAC should finish hashing successfully (not visible to SW) and return digest to LC_CTRL.
1,KMAC will hash and return the digest to the ROM.
1,ROM will compare received digest against its first 8 logical memory lines for correctness.
1,Program wait_timer to a small value.
1,Check if EDN timeout error occurs after issuing the hashing op.
1,Adjust wait_timer greater than expected EDN latency (with correct prescaler too).
1,Then check if Digest is correct.
1,KMAC should send EDN request after entropy_ready is set.
1,KMAC also should send out another request to EDN when either:
1,Hash count exceeds the threshold.
1,SW verifies that KMAC produces the correct digest value.
1,Write the KMAC clk hint to 0 within clkmgr to indicate KMAC clk can be gated and verify that the KMAC clk hint status within clkmgr reads 0 (KMAC is disabled).
1,Write the KMAC clk hint to 1 within clkmgr to indicate KMAC clk can be enabled.
1,Verify that the KMAC clk hint status within clkmgr reads 1 (KMAC is enabled).
1,"Initiate a KMAC operation with a known key, plain text and digest."
1,"Write KMAC clock hint to 0 and verify the KMAC clk hint status within clkmgr reads 1 (KMAC is enabled), before the KMAC operation is complete."
1,"After the KMAC operation is complete, verify the digest for correctness."
1,Verify that the KMAC clk hint status within clkmgr now reads 0 again (KMAC is disabled).
1,Route the entropy data received from RNG to the FIFO.
1,Verify that the FIFO depth is non-zero via SW indicating the reception of data over the AST RNG interface.
1,Verify the correctness of the received data with assertion based connectivity checks.
1,"Disable edn0, edn1, csrng and entropy_src, as these are enabled by the test ROM."
1,Issue csrng instantiate and reseed commands.
1,"Check that for each csrng command, there is a corresponding entropy request interrupt."
1,"Generate output and ensure the data output is valid, and that csrng is not reporting any errors."
1,"Check that for each command, there is a corresponding entropy request interrupt."
1,Initialize the OTP with the fuse that controls whether the SW can read the entropy src enabled.
1,Read the OTP and verify that the fuse is enabled.
1,Read the entropy_data_fifo via SW and verify that it reads valid values.
1,"Reset the chip, but this time, initialize the OTP with with the fuse disabled."
1,Read the internal state via SW and verify that the entropy valid bit is zero.
1,Read the entropy_data_fifo via SW; verify that it reads the expected values.
1,"Have each EDN instance issue an instantiate, reseed and generate command to CSRNG."
1,"On each command done, verify the reception of edn cmd req done interrupt."
1,Run OTBN randomness test to test the output from EDN0 and EDN1.
1,Check the data returned to EDN via connectivity assertion checks.
1,Initialize the OTP with the fuse that control whether the SW can read the CSRNG state enabled.
1,"Reset the chip and repeat the steps above, but this time, initialized the OTP with fuse disabled."
1,Verify that the SW reads back all zeros when reading the internal state values.
1,Configure entropy_src into bypassing the conditioner and directly inject known entropy.
1,Instantiate CSRNG with the known entropy while in TEST state (hw_debug_en=1).
1,Retrieve entropy from csrng and save it in flash and reset the system.
1,Run the process again and ensure the exact same result can be reproduced (similar to KAT).
1,Again configure entropy_src to bypass the conditioner and use direct injection.
1,Instantiate CSRNG with the same fixed seed and fetch entropy again while in the NEW state.
1,The newly fetched entropy and the old entropy stored in flash should not match.
1,Configure the software instance with the expected seed (as per the NIST-specified test for CTR_DRBG operation).
1,Compare the DRBG internal K and V state against the test vector expected values.
1,"In the SW test, write fixed value to OTP for root_key and write creator and owner seeds in flash."
1,And then roboot the chip.
1,"In the SV sequence, backdoor read Device ID and ROM digest through CSRs."
1,"No need to test the Attestation CDI in chip-level as the only difference is to use another set of CSR values, and the rest of inputs are the same as the Sealing CDI."
1,KMAC should finish hashing successfully (not visible to SW) and return digest to keymgr.
1,Advance to Disabled and verify keymgr enters the state successfully.
1,"For each operation, wait for the interrupt op_done to be triggered and check CSR op_status is DONE_SUCCESS."
1,"Use SW to calculate that, and it will also exercise the Ibex."
1,SW sends all the keys through CSRs to KMAC to generate the degist data.
1,DV calls C functions to generate and backdoor load to a specific memory location for SW. (Adpot this approach.)
1,Configure KMAC to use the sideload key to generate digest data.
1,"Load OTBN binary image, the rest is similar to chip_keymgr_sideload_kmac, except sideloading to otbn."
1,SW test directs the OTBN engine to perform an ECDSA operation.
1,SW validates the reception of the otbn done interrupt once the operation is complete.
1,SW verifies the correctness of the result with the expected value which is pre-computed using a reference model.
1,SW loads an OTBN app that executes instructions to read the RND bits.
1,"The OTBN app ensures that the values when read consequtively do not match, and its not all 0s or all 1s, as a basic measure to ensure that the entropy subsystem is returning some data."
1,Write the OTBN clk hint to 0 within clkmgr to indicate OTBN clk can be gated and verify that the OTBN clk hint status within clkmgr reads 0 (OTBN is disabled).
1,Write the OTBN clk hint to 1 within clkmgr to indicate OTBN clk can be enabled.
1,Verify that the OTBN clk hint status within clkmgr reads 1 (OTBN is enabled).
1,"Start an OTBN operation, write the OTBN clk hint to 0 within clkmgr and verify that the OTBN clk hint status within clkmgr reads 1 (OTBN is enabled) before the OTBN operation is complete."
1,"After the OTBN operation is complete, verify that the OTBN clk hint status within clkmgr now reads 0 again (OTBN is disabled)."
1,"Write the OTBN clk hint to 1, read and check the OTBN output for correctness."
1,Initialize the entropy_src subsystem to enable OTP_CTRL fetch random data (already done by the test_rom startup code).
1,Read back the written address offsets and compare against expected values.
1,"All values must match, no integrity errors must be triggered."
1,Have OTBN fetch new keys and nonces from the OTP_CTRL.
1,Read back the written address offsets.
1,Most reads should trigger integrity errors.
1,It is possible that after re-scrambling the integrity bits are still valid.
1,But this is expected to happen rarely.
1,"If the number of observed integrity errors is below a chosen threshold, the test fails."
1,"Verify the validity of EDN's output to OTP_CTRL via assertions (unique, non-zero data)."
1,Verify that the CPU can fetch instructions from the ROM.
1,"In non-PROD LC state, the computed digest does not have to match the top 8 words in the ROM."
1,Verify that we can successfully power up the chip in this case.
1,"In PROD LC state, verify that the pwrmgr does not fully power up if the computed digest does not match the top 8 words of the ROM."
1,Initialize the entropy_src subsystem to enable OTP_CTRL fetch random data (already done by the test_rom startup code).
1,Fetch a new key from the OTP_CTRL and ensure that the previous contents cannot be read anymore.
1,"Verify the validity of EDN's output to OTP_CTRL via assertions (unique, non-zero data)."
1,The fetch enable bit in the HW_CFG partition of OTP controller set and not set.
1,"A life cycle state that enables (TEST_UNLOCKED, DEV or RMA) and disables (PROD) hardware debug."
1,"If the instruction execution is enabled, verify that the CPU can fetch and execute the instruction from the SRAM correctly."
1,"If the instruction execution is not enabled, verify that the SRAM throws an error response via an exception handler."
1,Configure the LC_CTRL to trigger an escalation request to the SRAMs.
1,Verify that the SRAMs stop accepting and responding to new memory requests.
1,Re-initialize the SRAMs and verify that they can now respond correctly to any further memory requests.
1,"The pwrmgr initiates a handshake with OTP ctrl and later, with LC ctrl in subsequent FSM states."
1,Ensure that the whole power up sequence does not hang.
1,"Verify with connectivity assertion checks, the handshake signals are connected."
1,"Verify the correctness of keys provided to SRAM ctrl (main & ret), flash ctrl, keymgr, (note that keymgr does not have handshake), and OTBN."
1,"Verify that upon an LC state transition request, LC ctrl signals the OTP ctrl with a program request."
1,Verify that the OTP ctrl generates the LC data output correctly and is sent to the LC ctrl before it is reset.
1,Ensure that the whole operation does not raise any interrupts or alerts or errors.
1,"After reset, verify that the LC state transition completed successfully by reading the LC state and LC count CSRs."
1,Initiate an illegal program request from LC ctrl to OTP ctrl by forcing the lc_otp_program_i.
1,Verify that the LC ctrl triggers an alert when the OTP ctrl responds back with a program error.
1,Verify the correctness of otp_hw_cfg bus in all peripherals that receive it.
1,lc_seed_hw_rd_en_i: verify that the keymgr outputs a default value when enabled.
1,lc_dft_en_i: verify that the test interface within OTP ctrl is accessible.
1,lc_check_byp_en_i: verify that the background check during LC ctrl state programming passes when enabled.
1,The prim tlul interface is a open source placeholder for the closed source CSRs that will be implemented in a translation 'shim'.
1,"Verify that when lc_dft_en_i is On, this region can be read / written to by the SW."
1,"When lc_dft_en_i is Off, accessing this region will result in a TLUL error."
1,Ensure device id and manufacturing state can be read through the LC JTAG.
1,"Enable RMA mode, and verify that the SW can access the flash."
1,Ensure that the previous contents are inaccessible.
1,"RMA entry can be through the C side or the JTAG interface, both vectors should be tested."
1,Verify flash scrambling with different key values programmed in OTP.
1,"Verify read of scrambled contents via both, controller and direct host read."
1,Program a new scramble key in OTP and reboot this time we need to backdoor load the flash with new test image that is re-scrambled with the new key.
1,Ensure that the low power entry does not happen due to the ongoing flash operation.
1,Transition from TEST_LOCKED to DEV/PROD to ESCALATION/SCRAP state via OTP and verify that this LC signal transitions from 0 to 1 and back to 0.
1,Verify that the SW accessibility of the corresponding partition depending on the signal value.
1,Transition from DEV to PROD to ESCALATION/SCRAP state via OTP and verify that this LC signal transitions from 0 to 1 and back to 0.
1,Verify that the SW accessibility of the corresponding partition depending on the signal value.
1,Transition from TEST_LOCKED to DEV/PROD to ESCALATION/SCRAP state via OTP and verify that this LC signal transitions from 0 to 1 and back to 0.
1,Verify that the SW accessibility of the corresponding partition depending on the signal value.
1,Transition from TEST_LOCKED to DEV/PROD to ESCALATION/SCRAP state via OTP and verify that this LC signal transitions from 0 to 1 and back to 0.
1,Verify that the flash ctrl does (or does not) read the creator and owner partitions to fetch the seeds for the keymgr.
1,Verify that all flash accesses are disabled when the escalation kicks in.
1,Confirm flash accesses are disabled by erroing if the device executes the ISR.
1,Use assertion based connectivity check to prove that this signal is connected to the flash ctrl.
1,The prim tlul interface is a open source placeholder for the closed source CSRs that will be implemented in a translation 'shim'.
1,Verify that this region can be read / written to by the SW in any LC state.
1,"Enable jitter on the clock while performing erase, write and read operations to the flash."
1,This sets the test for closed source where the flash access timing matters.
1,Verify that the AST generates the 4 clocks when requested by the clkmgr.
1,Verify the clock frequencies are reasonably accurate.
1,"Bring the chip to deep sleep, and verify that upon wakeup reset the clock counters are turned off, measure ctrl regwen is enabled, and errors are not cleared."
1,First place the AST into a mode where usb clock frequency significantly deviates from the ideal.
1,Verify the clock is off using the clkmgr measurement mechanism.
1,"Then, turn on the usb sof calibration machinery and wait a few mS."
1,"Afterwards, measure the usb clock again using the clkmgr measurement controls, at this point the clock should be significantly more accurate."
1,"Note, while the above is ideal, usbdev chip level testing is not yet ready and this test fakes the usb portion through DV forces."
1,"Note also the real AST calibration logic is not available, so the sof testing in the open source is effectively short-circuited."
1,Check that AST events can be triggered from sensor_ctrl and that the resulting AST outputs are observed in both sensor_ctrl and the alert_handler.
1,"For the alert handler case, make sure to test each alert configured as either recoverable or fatal."
1,"Check that when the IO POK status changes, an interrupt is triggered from sensor_ctrl."
1,"After triggering, the IO status can be read from a sensor_ctrl register."
1,Verify the sensor control is able to wake the device from sleep mode when an alert event is triggered from AST.
1,Randomly use these two methods (simultaneously or choose one of them) to trigger the NMI interrupt: 1)Trigger the alert_handler escalation pair that maps to NMI 2)Trigger a watchdog bark.
1,Check rv_core_ibex's NMI interrupt register and clear the interrupt.
1,"If the NMI interrupt is triggered by alert_handle and the class_clr_regwen register is not locked, check that alert_handler can clear this NMI escalation stage."
1,Then make sure that the alert_handler won't move forward to the next escalation stage.
1,Perform multiple reads from RND_DATA polling RND_STATUS in between to only read valid data.
1,Check different random bits are provided each time and that the random data is never zero or all ones.
1,Perform repeated reads from RND_DATA without RND_STATUS polling to check read when invalid doesn't block.
1,Setup address translation for both slots on the the I and D side and check correct translation for I and D accesses.
1,Switch address translation to use different regions that overlap for both slots and check translation again.
1,"Ensure some test accesses match both regions, where the lowest indexed one takes priority."
1,Turn off address translation and confirm regions are no longer being remapped.
1,Purposely create an ibex exception during execution through reads to an ummapped address.
1,Ensure the rstmgr fault dump correctly captures the related addresses to the exception.
1,"Purposely create an ibex double exception during execution, by performing an unmapped read and in the exception handler perform another unmapped read."
1,Ensure the rstmgr fault dump correctly captures both dumps correctly and indicates the previous dump is valid.
1,"ROM functional tests test ROM drivers and libraries by exercising these components in the flash stage, launched via the test ROM."
1,"They primarily are tested on the FPGA, however, we ensure they run in DV as well."
1,"In addition to ROM E2E tests, we select at least one (or a few) tests defined in this file to sign, and run via ROM instead of test ROM."
1,We need to ensure our test infrastructure and ROM can boot and run one (or a few) of the same tests our test ROM can.
1,Load a firmware image (bootstrap) through spi input pin to the spi_device memory.
1,SW verifies the integrity of the image upon reception by reading the spi_device memory.
1,It should be possible to transition from every legal state using external clock.
1,"Where it is allowed, transition using internal clocks should also be checked."
1,"After transition, verify that the device is in SCRAP state through LC read."
1,Verify while in SCRAP state: 1)RV JTAG interface is unavailable 2)Ibex is not executing 3)RV_DM is unreachable by the stub CPU.
1,Verify When in TEST_LOCKED state: 1)RV JTAG interface is unavailable 2)Ibex is not executing 3)RV_DM is unreachable by the stub CPU.
1,Initiate the LC transition to one of the test unlock state.
1,Move forward to next valid LC states via JTAG interface or SW interface if CPU is enabled.
1,Verify that the features that should indeed be disabled are indeed disabled.
1,"This concurrency test runs multiple blocks at the same time, to simulate maximum load (power virus test)."
1,Should be combined with low power entry and exit scenarios.
1,The test should be made configurable so that the type of power state and the time spent in a particular power state can be configured via a flag (or similar).
1,This will make it easier to reuse the test for power simulation and characterization later on.
1,The test should set a GPIO (mapped to the IOA2 pin) to high while the power state of interest is active.
1,The test should be made configurable so that the type of power state and the time spent in a particular power state can be configured via a flag (or similar).
1,This will make it easier to reuse the test for power simulation and characterization later on.
